Label,Tokens
0,"['could', 'banish', 'brain', 'fancy', 'tree', 'around', 'u', 'filling', 'softly', 'silence', 'devil', 'instead']"
1,"['could', 'speak', 'fluently', '_she_', 'little', 'occupied', 'weighing', 'feeling', 'trying', 'understand', 'degree', 'agitation']"
1,"['going', 'dear', 'mrs.', 'elton', 'elegant', 'look', 'beautiful', 'lace', 'follow', 'train', 'quite', 'queen', 'evening', 'well']"
0,"['think', 'think', 'think', 'never', 'shall', 'think', 'mass', 'ordinary', 'men', 'pack', 'dirty', 'modern', 'thinker']"
1,"['now.', 'superior', 'doubt', 'seem', 'objection', 'obstacle', 'serious', 'nature', 'yet', 'harriet', 'wonderful', 'thing']"
1,"['least', 'finished', 'perhaps', 'style', 'spirited', 'much', 'le', 'ten', 'time', 'delight']"
2,"['hurly', 'foot', 'better', 'matter', 'breed', 'nam', '’', 'bastard', 'faulconbridge', 'england', 'ransacking']"
2,"['jaquenetta', 'true', 'girl', 'therefore', 'welcome', 'sour', 'cup', 'prosperity', 'affliction', 'may', 'one', 'day', 'smile', 'till', 'sit', 'thee']"
2,"['u', 'thankful', 'be—', 'taste', 'feeling', 'are—for', 'part', 'fructify', 'u']"
1,"['rose', 'seemed', 'quite', 'embarrassed.', 'love', 'emma', 'supposed', 'say', 'might']"
0,"['almost', 'looked', 'see', 'still', 'rolling', 'corner', 'behind', 'thrown', 'like', 'sack', 'potato', 'corded', 'like', 'railway', 'trunk']"
1,"['mean', 'object', 'believed', 'sister', '_not_', 'fine', 'lady', 'perhaps', 'want', 'spirit', 'pretence']"
0,"['verbalism', 'since', 'able', 'check', 'substance', 'proclamation', 'announce', 'first', 'captured', 'english']"
0,"['awful', 'cannonade', 'poor', 'brother', 'died', 'brother', 'died', 'said', 'old', 'man', 'still', 'looking', 'across', 'valley', 'one', 'instant']"
1,"['niece', 'men', 'woman', 'opinion', 'sometimes', 'different', 'regard', 'child', 'observe', 'never', 'disagree']"
1,"['rousing', 'reflection', 'therefore', 'subduing', 'emotion', 'turned', 'harriet', 'inviting', 'accent', 'renewed', 'conversation']"
0,"['bed', 'top', 'hat', 'agree', 'dear', 'tuesday', 'likely', 'even', 'forget']"
1,"['many', 'fear', 'many', 'nerve', 'fond', 'mr.', 'wingfield', 'town', 'father', 'could', 'mr.', 'perry']"
2,"['may', 'quickly', 'isabella', 'thank', 'comfort', 'fare', 'well', 'good', 'father', '_exit', 'isabella._', 'scene', 'ii', 'street', 'prison', 'enter']"
1,"['cause', 'direct', 'human', 'fate', 'oh', 'never', 'brought', 'harriet', 'forward', 'left', 'ought', 'told']"
2,"['toy', 'pray', 'go', 'vetch', 'closet', '_une', 'boîtine', 'verte_', 'box', 'box', 'intend', 'vat', 'speak']"
2,"['stir', 'wince', 'speak', 'word', 'look', 'upon', 'iron', 'angerly', 'thrust', 'men', 'away', '’', 'forgive']"
1,"['enter', 'warmly', 'mr.', 'mrs.', 'weston', 'disappointment', 'might', 'naturally', 'belong', 'friendship', 'first', 'announce', 'mr']"
1,"['charge', 'thing', 'attendance', 'could', 'suffer', 'know', 'wife', 'family', 'maintain']"
1,"['happy', 'enough', 'isabella', 'happiness', 'must', 'preclude', 'false', 'indulgence', 'physic', 'find', 'troublesome', 'must', 'send']"
2,"['come', 'see', 'daughter', 'anne', 'mistress', 'quickly', 'ay', 'forsooth', 'pray', 'good', 'mistress', 'anne', 'mistress', 'page', 'go', 'u']"
2,"['fairer', 'name', 'french', 'crown', 'never', 'buy', 'sell', 'word', 'enter', 'berowne', 'berowne', 'good', 'knave', 'costard', 'exceedingly', 'well', 'met']"
0,"['u', 'happiness', 'repel', 'slander', 'happy', 'answer', 'every', 'one', 'great', 'guard', 'law']"
2,"['sain', 'example', 'fox', 'ape', 'humble-bee', 'still', 'odds', 'three', '’', 'moral', '_l', '’', 'envoi_']"
2,"['beggar', 'answer', '’', 'bassanio', 'good', 'sir', 'ring', 'given', 'wife', 'put', 'made']"
1,"['opportunity', 'going', 'mentioning', 'may', 'may', 'month', 'mrs.', 'churchill', 'ordered', 'ordered', 'spend']"
2,"['unpleasant', '’', 'st', 'word', 'ever', 'blotted', 'paper', 'gentle', 'lady', 'first', 'impart', 'love', 'freely', 'told']"
0,"['arm-chair', 'ironical', 'attitude', 'consulting', 'physician', 'mr', 'brown', 'said', 'gravely', 'quite', 'fourteen', 'half', 'year', 'since']"
1,"['become', 'avowed', 'adoption', 'assume', 'name', 'churchill', 'coming', 'age', 'unlikely', 'therefore']"
2,"['well.—', 'find', 'tyrant', '’', 'power', 'tonight', 'let', 'u', 'beaten', 'fight', 'macduff', 'make', 'trumpet', 'speak', 'give']"
1,"['elegant', 'extract', 'garrick', 'know', 'aye', 'true.', 'wish', 'could', 'recollect', 'kitty', 'fair', 'frozen']"
1,"['isabella', 'much', 'like', 'emma', 'differing', 'striking', 'inferiority', 'always', 'brought', 'brilliancy', 'much']"
0,"['one', 'smiled', 'one', 'side', 'xi', 'criminal', 'chase', 'police', 'syme', 'put', 'field-glasses', 'eye', 'almost']"
0,"['smallest', 'baggage', 'even', 'content', 'pocket', 'scattered', 'grass', 'around', 'wrecked', 'coach', 'still', 'hung', 'entangled']"
0,"['troubled', 'syme', 'last', 'terrified', 'president', 'always', 'looking', 'steadily', 'great', 'baffling', 'interest', 'enormous', 'man']"
0,"['pulse', 'simply', 'observed', 'manner', 'trick', 'introduce', 'word', 'connected', 'supposed', 'crime', 'list', 'word']"
2,"['love', 'heart', 'come', '“', '”', 'heart', 'love', 'heart', 'love', '“', '”']"
1,"['shall', 'want', 'opportunity', 'fact', 'heard', 'essential', 'already', 'wanted', 'prove', 'mrs.', 'admits']"
2,"['brawling', 'discontent', '_exit', 'boy._', 'cry', 'mercy', 'sir', 'well', 'could', 'wish', 'found', 'musical', 'let', 'excuse']"
1,"['superior', 'charm', 'felicity', 'give', 'dear', 'harriet', 'would', 'change', 'clearest-headed', 'longest-sighted', 'best-judging', 'female', 'breathing']"
1,"['well', 'enough', 'write', 'mr.', 'perry', 'called', 'hartfield', 'morning', 'appeared', 'much', 'indisposed']"
0,"['foot', 'stood', 'grass', 'trembling', 'done', 'remarkable', 'thing', 'occurred', 'quiet', 'man', 'poorly', 'dressed']"
1,"['doubt', 'happy', 'together', 'said', 'emma', 'believe', 'mutually', 'sincerely', 'attached']"
1,"['campbell', 'ireland', 'delayed', 'august', 'instead', 'midsummer', 'fixed', 'likely', 'remain', 'full', 'two', 'month']"
1,"['might', 'involved', 'unwelcome', 'interference', 'rather', 'welfare', 'encounter', 'thing', 'rather', 'remembrance', 'neglect']"
0,"['assassin', 'know', 'know', 'matter', 'ca', 'prove', 'silence', 'little']"
0,"['silence', 'made', 'conversation', 'may', 'ask', 'said', 'earth', 'going', 'genuine', 'doubt']"
2,"['two', 'bookman', 'tell', 'wit', 'month', 'old', 'cain', '’', 'birth', '’', 'five', 'week', 'old', 'yet']"
1,"['never', 'known', 'general', 'heavy', 'except', 'quite', 'influenza', 'good', 'deal', 'case']"
0,"['forgot', 'country', 'used', 'peasant', 'wealthy', 'look', 'poor', 'said', 'dr.', 'bull', 'doubtfully', 'quite', 'said']"
2,"['made', 'vow', 'study', 'lord', 'vow', 'forsworn', 'book', 'would', 'liege']"
0,"['hair', 'bide', 'skull', 'neat', 'correct', 'monsieur', 'something', 'wrong', 'thing', 'made', 'opposite', 'thing', 'quarrel']"
1,"['picture', 'left', 'picture', 'bond-street', 'know', 'nothing', 'mr.', 'elton', 'dear', 'little', 'modest', 'harriet', 'depend', 'upon']"
1,"['window', 'evidently', 'watch', 'wife', 'gave', 'look', 'invited', 'coming', 'round', 'added', 'dearest']"
2,"['try', 'fortune', 'scimitar', 'slew', 'sophy', 'persian', 'prince', 'three', 'field', 'sultan', 'solyman', 'would', '’', 'erstare']"
1,"['could', 'never', 'get', 'acquainted', 'know', 'coldness', 'reserve', 'apparent', 'indifference', 'whether']"
1,"['little', 'time', 'would', 'add', 'perception', 'striking', 'improvement', 'harriet', 'manner', 'since', 'introduction', 'hartfield', 'one']"
1,"['approbation', 'could', 'obtained', 'trusted', 'would', 'attended', 'difficulty', 'since', 'plan', 'promote', 'happiness']"
2,"['sufferance', 'doth', '’', 'erskip', 'grief', 'hath', 'mate', 'bearing', 'fellowship', 'light', 'portable', 'pain', 'seems', 'make', 'bend', 'make']"
0,"['mixture', 'admiration', 'disapproval', 'gave', 'commonly', 'family', 'oracle', 'gregory', 'resumed', 'high', 'oratorical', 'good', 'humour', 'artist']"
0,"['broke', 'spell', 'third', 'man', 'silence', 'successfully', 'speaking', 'restraint', 'accent', 'highly', 'educated', 'gentleman', 'puffing']"
0,"['rider', 'one', 'block', 'one', 'rider', 'flew', 'far', 'ahead', 'column', 'frantic', 'movement', 'hand', 'heel', 'urged']"
2,"['depend', 'antony', 'therefore', 'took', 'hand', 'indeed', 'sway', '’', 'point', 'looking', 'caesar', 'friend']"
2,"['cordelia', 'cordelia', 'lear', 'tear', 'wet', 'yes', 'faith', 'pray', 'weep', 'poison']"
2,"['hail', 'macbeth', 'hail', 'thee', 'thane', 'glamis', 'second', 'witch', 'hail', 'macbeth', 'hail', 'thee', 'thane', 'cawdor', 'third', 'witch', 'hail', 'macbeth']"
2,"['doth', 'hate', 'get', 'edgar', 'poor', 'tom', '’', 'gloucester', 'go', 'duty', 'suffer', '’', 'obey', 'daughter', '’', 'hard', 'command']"
2,"['must', 'attempt', 'take', 'remembrance', 'u', 'tribute', 'fee', 'grant', 'two', 'thing', 'pray']"
1,"['spite', 'emma', 'resolution', 'never', 'marrying', 'something', 'name', 'idea', 'mr.', 'frank', 'churchill', 'always', 'interested']"
0,"['woman', 'wrapped', 'ragged', 'cloak', 'evidently', 'disguised', 'avoid', 'notice', 'something', 'strange', 'rag', 'furtiveness']"
0,"['concealed', 'steel', 'professor', 'look', 'round', 'syme', 'commonly', 'cool', 'character', 'literally', 'gaping', 'rustic', 'gape']"
0,"['specimen', 'small', 'swarthy', 'dreamy', 'drifting', 'blood', 'accept', 'easily', 'superstitious', 'explanation', 'incident', 'still', 'accept']"
0,"['paris', 'miss', 'miss', 'crime', 'ca', 'refuse', 'meet', 'small', 'point', 'time']"
1,"['men', 'sense', 'whatever', 'may', 'chuse', 'say', 'want', 'silly', 'wife', 'men', 'family', 'would', 'fond', 'connecting']"
2,"['even', 'best', 'object', 'argument', 'praise', 'balm', 'age', 'best', 'dearest', 'trice']"
1,"['really', 'necessary', 'happiness', 'much', 'better', 'certainly', 'persuade', 'feel']"
2,"['guiltless', 'labour', 'lie', 'starkly', 'traveller', '’', 'bone', 'wake', 'provost', 'good', 'well', 'go', 'prepare']"
0,"['something', 'vinegar', 'brown', 'paper', 'oil', 'think', 'put', 'left', 'garrulity', 'instant', 'arrested', 'lifting']"
0,"['famous', 'thinking', 'smoking', 'cigar', 'side', 'sort', 'splendid', 'stupidity', 'never', 'grown', 'still']"
0,"['edge', 'would', 'nothing', 'seemed', 'look', 'much', 'alone', 'notice', 'ocean', 'philip']"
1,"['uncle', 'aunt', 'would', 'spare', 'forth', 'always', 'felt', 'something', 'would', 'happen', 'favour']"
1,"['world', 'full', 'ten', 'minute', 'perhaps', 'sudden', 'come', 'sure', 'odd', 'always']"
0,"['quite', 'slight', 'pose', 'head', 'polite', 'uncanny', 'thing', 'silence', 'say', 'resumed', 'professor', 'like', 'man']"
1,"['countenance', 'trying', 'smile', 'afraid', 'said', 'composing', 'feature', 'much', 'afraid', 'dear', 'emma']"
1,"['hear.', 'must', 'take', 'consequence', 'heard', 'spoken', 'way', 'perfectly', 'agreeable', 'quite', 'easy']"
1,"['saw', 'answer', 'nothing', 'could', 'clearer', 'saw', 'answer', 'wrote', 'answer', 'emma', 'persuaded', 'refuse']"
0,"['valuable', 'metallic', 'out-of-date', 'prouder', 'collection', 'coat-of-arms', 'nobody', 'could', 'say']"
2,"['sword', 'end', 'also', 'another', 'device', 'prain', 'peradventure', 'prings', 'goot', 'discretion', 'anne']"
2,"['stock', 'gloucester', 'let', 'beseech', 'grace', 'fault', 'much', 'good', 'king', 'master', 'check', '’']"
1,"['must', 'like', 'merit', 'emma', 'watched', 'decided', 'feeling', 'shewn', 'could']"
0,"['still', 'pulsed', 'shattered', 'temple', 'jaw', 'part', 'moved', 'like', 'living', 'thing', 'clad']"
1,"['evidently', 'conversation', 'interested', 'mr.', 'elton', 'speaking', 'animation', 'harriet', 'listening', 'pleased', 'attention', 'emma', 'sent']"
2,"['heavy', 'men', 'tonight', 'resort', 'six', 'seven', 'hide', 'face', 'even']"
0,"['seen', 'asked', 'outline', 'said', 'art', 'critic', 'somewhat', 'obvious', 'sneer', 'seymour', 'asked', 'man']"
1,"['speak', 'openly', 'might', 'strictly', 'correct.', 'feel', 'certainly', 'impertinent', 'oh', 'cried', 'jane', 'blush']"
0,"['fact', 'red', 'rent', 'lately', 'increased', 'slightly', 'diminished', 'came', 'cry']"
1,"['introduce', 'good', 'society', 'would', 'form', 'opinion', 'manner', 'would', 'interesting', 'certainly', 'kind', 'undertaking', 'highly']"
1,"['thinking', 'better', 'better', 'know', 'good', 'sense', 'good', 'principle', 'would', 'delight', 'you.', 'far', 'man']"
2,"['_aside._', 'supernatural', 'soliciting', 'ill', 'good', 'ill', 'hath', 'given', 'earnest', 'success', 'commencing', 'truth']"
2,"['call', '’', 'ti', 'limited', 'service', '_exit', 'macduff._', 'lennox', 'go', 'king', 'hence', 'today', 'macbeth', 'appoint', 'lennox', 'night']"
1,"['maple', 'grove', 'london', 'distance', 'mr.', 'weston', 'people', 'large', 'fortune', 'would', 'amazed', 'hear', 'brother']"
1,"['weston', 'fear', 'justified', 'arrival', 'letter', 'excuse', 'present', 'could', 'spared', 'great', 'mortification']"
1,"['order', 'indefinite', 'time', 'depend', 'upon', 'contingency', 'convenience', 'paused', 'could', 'hear', 'could', 'avoid', 'answering', 'till']"
0,"['star', 'actor', 'actress', 'shakespearean', 'performance', 'day', 'person', 'eminence', 'often', 'like', 'private', 'exit', 'entrance']"
0,"['stood', 'face', 'like', 'separate', 'comic', 'thing', 'spoke', 'nevertheless', 'sort', 'despairing', 'dignity', 'shall', 'see']"
2,"['palace', 'scene', 'inverness', 'room', 'macbeth', '’', 'castle', 'scene', 'vi', 'castle', 'scene', 'vii', 'lobby']"
2,"['burn', '’', 'ti', 'thee', 'grudge', 'pleasure', 'cut', 'train', 'bandy', 'hasty', 'word', 'scant', 'size']"
0,"['know', 'want', 'favour', 'first', 'tell', 'jumped', 'conclusion', 'poor']"
2,"['tread', 'upon', 'never', 'think', 'may', 'extenuate', 'offence', 'fault', 'rather', 'tell']"
0,"['quite', 'still', 'spoke', 'lower', 'voice', 'peril', 'said', 'would']"
0,"['evening', 'said', 'yankee', 'grimly', 'may', 'position', 'give', 'old', 'country', 'fact', 'two', 'yes', 'sir']"
0,"['think', 'first', 'australian', 'brother', 'trouble', 'come', 'back', 'suddenly', 'man', 'shabby', 'confederate']"
1,"['nothing', 'try', 'afraid', 'supposed', 'ashamed', 'striving', 'look', 'taller', 'body', 'else', '_now_']"
0,"['darkening', 'twilight', 'wood', 'beyond', 'castle', 'arm', 'flung', 'face', 'flung', 'moon', 'blood']"
0,"['many', 'political', 'platform', 'meeting', 'director', 'ireton', 'todd', 'others', 'seemed', 'gone']"
2,"['hand', 'put', 'nightgown', 'look', 'pale', 'tell', 'yet', 'banquo', '’', 'buried', 'come', '’', 'grave', 'doctor', 'even']"
2,"['come', 'fair', 'mistress', 'anne', 'enter', 'anne', 'page', 'shallow', 'come', 'fair', 'mistress', 'anne.—would', 'young', 'sake', 'mistress', 'anne', 'anne', 'dinner']"
2,"['litter', '’', 'one', 'day', 'elder', 'terrible', 'caesar', 'shall', 'go', 'forth', 'calphurnia', 'ala', 'lord', 'wisdom', 'consum', '’']"
2,"['spur', 'prick', 'side', 'intent', 'vaulting', 'ambition', '’', 'erleaps', 'fall', 'th', '’', 'other—', 'enter', 'lady']"
0,"['smiled', 'behind', 'bristly', 'white', 'moustache', 'two', 'reason', 'sir', 'said', 'give', 'first', 'important', 'utilitarian']"
1,"['taking', 'freedom.', 'dare', 'say', 'sell', 'glove', 'oh', 'yes', 'glove', 'every', 'thing', 'admire', 'patriotism', 'adored']"
2,"['air', 'music', 'touch', 'ear', 'shall', 'perceive', 'make', 'mutual', 'stand', 'savage', 'eye', 'turn', '’', 'modest', 'gaze', 'sweet']"
0,"['going', 'talk', 'dr.', 'bull', 'grass', 'several', 'way', 'subject', 'could', 'approached', 'said', 'syme', 'reflectively', 'word']"
0,"['boat', 'said', 'professor', 'tried', 'tell', 'police', 'could', 'silly', 'oath', 'took', 'see']"
2,"['arm', 'strengthen', 'grappling', 'vigour', 'rough', 'frown', 'war', 'cold', 'amity', 'painted', 'peace']"
1,"['young', 'man', 'mortified', 'mean', 'promoting', 'sanction', 'given', 'part']"
2,"['envy', 'folly', 'mistaking', 'stream', 'life', 'business', 'hath', 'helmed', 'must', 'upon', 'warranted', 'need', 'give']"
0,"['swallowed', 'one', 'overpowering', 'practical', 'question', 'could', 'found', 'stolen', 'thing', 'suddenly', 'impulse', 'certainly']"
0,"['tourist', 'asked', 'bull', 'fieldglasses', 'eye', 'wear', 'black', 'mask', 'half-way', 'face', 'syme', 'almost', 'tore', 'glass', 'hand']"
1,"['thing', 'escape', 'like', 'jane', 'wish', 'answer', '_she_', 'never', 'betrayed']"
1,"['preventing', 'father', 'right', 'complain', 'letter', 'disgust', 'feeling', 'singular', 'seem', 'satisfy', 'every', 'body', 'else', 'suspect']"
2,"['world', 'lived', 'world', '’', 'commander', 'east', 'west', 'north', 'south', 'spread', 'conquering', 'might', 'scutcheon', 'plain', 'declares']"
1,"['quite', 'ready', 'ready', 'gone', 'well', 'shall', 'soon', 'overtake']"
1,"['telling', 'grandmama', 'jane', 'little', 'disappointment.', 'baked', 'apple', 'biscuit', 'excellent', 'way', 'know']"
2,"['reason', 'else', 'could', 'beg', '’', 'last', 'night', '’', 'storm', 'fellow', 'saw', 'made', 'think', 'man', 'worm']"
1,"['dealing', 'emma', 'agreed', 'blush', 'sensibility', 'harriet', 'account', 'could', 'give', 'sincere']"
0,"['gabriel', 'syme', 'found', 'finally', 'established', 'chair', 'opposite', 'fixed', 'final', 'also', 'lifted', 'eyebrow', 'leaden', 'eyelid']"
0,"['order', 'one', 'held', 'large', 'paper', 'hand', 'pretty', 'little', 'nest', 'picnicking', 'went']"
2,"['throw', 'away', 'spirit', 'shall', 'find', 'empty', 'fault', 'right', 'joyful', 'reformation', 'berowne', 'twelvemonth', 'well', 'befall']"
1,"['mr.', 'weston', 'often', 'thinking', 'quick', 'eye', 'detected', 'glancing', 'towards', 'happy', 'expression', 'even']"
2,"['star', 'shall', 'shine', 'deservers.—from', 'hence', 'inverness', 'bind', 'u', 'macbeth', 'rest', 'labour', 'u', '’']"
1,"['bring', 'soon', 'opened', 'parlour', 'door', 'saw', 'two', 'gentleman', 'sitting', 'father', 'mr.', 'weston', 'son']"
0,"['given', 'since', 'would', 'really', 'immoral', 'announce', 'thing', 'credulous', 'public']"
0,"['attach', 'one', 'individual', 'might', 'useful', 'four', 'five', 'rich', 'men', 'town', 'said', 'common', 'swindler']"
0,['girl']
1,"['work', 'moment', 'immediate', 'effect', 'heard', 'feeling', 'delightful', 'assurance', 'total', 'indifference', 'towards', 'frank']"
2,"['within', 'condemn', 'caithness', 'well', 'march', 'give', 'obedience', '’', 'ti', 'truly', 'ow', '’', 'meet', 'med', '’', 'cine']"
1,"['invite', 'supplication', 'state', 'swelling', 'resentment', 'mutually', 'deep', 'mortification', 'continue', 'together', 'minute', 'longer']"
0,"['come', 'natural', 'way', 'know', 'naturally', 'know', 'come']"
1,"['churchill', 'xv', 'letter', 'must', 'make', 'way', 'emma', 'feeling', 'obliged', 'spite', 'previous', 'determination', 'contrary']"
1,"['formidable', 'monday', 'next', 'saturday', 'assure', 'disengaged', 'day', 'woman', 'fewer', 'resource', 'need']"
1,"['languid', 'dancing', 'would', 'agreed', 'ix', 'emma', 'repent', 'condescension', 'going', 'cole']"
0,"['brutally', 'air', 'duty', 'done', 'american', 'curious', 'compound', 'impudence', 'sensitiveness', 'annoyed', 'felt', 'strong', 'desire']"
2,"['copy', 'speed', 'learn', '’', 'told', 'prepare', 'tidings', 'come', 'arriv', '’']"
0,"['pinckwerts', 'notion', 'involution', 'functioned', 'eugenically', 'exposed', 'long', 'ago', 'glumpe', 'unnecessary', 'say', 'never']"
2,"['hear', 'learn', '’', 'bellario', 'writes', 'take', 'doctor', 'come', 'enter', 'portia', 'dressed', 'like', 'doctor', 'law']"
0,"['serious', 'said', 'father', 'brown', 'gathering', 'errant', 'hat', 'umbrella', 'standing', 'point', 'fact', 'putting']"
2,"['sliver', 'disbranch', 'material', 'sap', 'perforce', 'must', 'wither', 'come', 'deadly', 'use', 'goneril', 'text', 'foolish', 'albany', 'wisdom']"
2,"['eye', 'yon', 'young', 'boy', '’', 'tell', 'thee', 'friend', 'serpent', 'way', 'wheresoe', '’', 'er', 'foot', 'mine']"
1,"['conceive', 'difficulty', 'attempt', 'mean', 'inconvenience', 'highbury', 'people']"
2,"['thrice', 'company', 'say', 'frugal', 'mirth', 'heaven', 'forgive', '’', 'exhibit', 'bill']"
1,"['take', 'back', 'country', 'seat', 'baly-craig', 'beautiful', 'place', 'fancy', 'jane', 'heard', 'great', 'deal', 'beauty', 'mr.', 'dixon']"
2,"['know', '’', 'fain', 'gone', 'officer', 'prison', 'shall', 'thus', 'permit', 'blasting', 'scandalous', 'breath', 'fall']"
1,"['harriet', 'disagreeable', 'look', 'must', 'get', 'rid', 'every', 'thing.', 'go', 'end', 'thank', 'heaven']"
0,"['scientific', 'artistic', 'world', 'silently', 'bound', 'crusade', 'family', 'state', 'therefore', 'formed', 'special', 'corp']"
1,"['hastily', 'pray', 'concern', 'look', 'satisfied', 'doctoring', 'coddling', 'child', 'let', 'look']"
0,"['soiree', 'royal', 'society', 'brilliant', 'gathering', 'late', 'gradually', 'chamberlain', 'saw', 'portrait', 'man']"
2,"['pleasure', 'coz', 'love', 'maid', 'slender', 'marry', 'sir', 'request']"
1,"['said', 'emma', 'begin', 'doubt', 'talent', 'seriously', 'ask', 'harriet', 'whether', 'imagined', 'attached', 'another', 'woman']"
1,"['another', 'pork', 'roast', 'loin', 'pork', 'miss', 'hawkins', 'long', 'acquainted']"
2,"['banish', '’', 'kent', 'disguise', 'follow', '’', 'enemy', 'king', 'service', 'improper', 'slave', 'enter', 'gentleman', 'hastily', 'bloody']"
0,"['already', 'gained', 'mathematics', 'economics', 'cambridge', 'left', 'practically', 'pretty', 'large', 'fortune', 'sure', 'meant']"
0,"['envelope', 'said', 'seriously', 'grey', 'hang', 'might', 'well', 'grey']"
0,"['plantation', 'prosperous', 'pear', 'tree', 'dog', 'came', 'kennel', 'reverend-looking', 'reluctant', 'bark', 'plain', 'elderly', 'man-servant']"
2,"['go', 'sweet', 'deliver', 'paper', 'royal', 'hand', 'king', 'may', 'concern', 'much', 'stay', 'thy', 'compliment', 'forgive', 'thy', 'duty']"
0,"['open', 'dead', 'eye', 'could', 'seen', 'glittering', 'stonily', 'moonlight', 'bullet', 'gone', 'gag', 'jaw']"
1,"['glory', 'miss', 'hawkins', 'could', 'given', 'harriet', 'feeling', 'talked', 'love', 'ala']"
0,"['want', 'brush', 'wig', 'librarian', 'turned', 'seemed', 'forget', 'presence', 'strongly', 'moved', 'think']"
1,"['sorry', 'hear', 'miss', 'fairfax', 'morning', 'rain', 'young', 'lady', 'take', 'care', 'themselves.', 'young', 'lady']"
0,"['peering', 'inside', 'pocket', 'lens', 'explain', 'absence', 'mr', 'glass', 'presence', 'mr', 'glass', 'hat', 'mr']"
2,"['call', 'today', 'near', 'may', 'remember', 'trebonius', 'caesar', '_aside._', 'near']"
1,"['long', 'enough', 'slightest', 'inclination', 'thinking', 'body', 'else', 'letter', 'brought', 'randalls', 'thick']"
1,"['strong', 'ever', 'soon', 'appeared', 'london', 'place', 'could', 'endure', 'noise', 'nerve', 'continual']"
0,"['considerable', 'coolness', 'steering-seat', 'pretty', 'high-toned', 'panhard', 'accompanied', 'girl', 'wrapped', 'ragged', 'shawl', 'police']"
1,"['man', 'sense', 'taste', 'woman', 'mrs.', 'elton', 'found', 'harriet', 'conversable', 'expected', 'emma', 'extremely', 'gratified.']"
1,"['doubt', 'three', 'four', 'month', 'highbury', 'entirely', 'cure', 'certainly', 'great', 'deal', 'better']"
0,"['empire', 'still', 'consist', 'come', 'prussian', 'hegemony', 'quite', 'late', 'history', 'hardly', 'fifty', 'year', 'fine', 'summer', 'day', 'flambeau']"
1,"['great', 'comfort', 'mr.', 'weston', 'grew', 'older', 'even', 'mr.', 'weston', 'might', 'growing', 'older', 'ten', 'year', 'hence', 'fireside', 'enlivened']"
0,"['strike', 'till', 'got', 'soft', 'sand-hills', 'victor', 'mere', 'sham-fight', 'struck', 'amid', 'rock', 'sea']"
1,"['young', 'lady', 'ever', 'allowed', 'look', 'ill.', 'expression', 'hardly', 'admissible', 'mrs.', 'weston', 'lady', 'never', 'look', 'ill']"
0,"['began', 'word', 'made', 'astounding', 'discovery', 'freely', 'confess', 'quite', 'different', 'anything', 'expected', 'discover']"
2,"['shall', 'cause', 'curse', 'fair', 'proceeding', 'day', 'pawn', '’', 'majesty', 'constance', 'beguil', '’']"
1,"['giving', 'independence', 'nobody', 'could', 'wish', 'scheme', 'charming', 'feeling', 'lasting', 'committed']"
0,"['meaning', 'impulse', 'moment', 'warned', 'brother', 'might', 'peril', 'said', 'nothing']"
0,"['fairyland', 'said', 'yes', 'heard', 'important', 'thing', 'trivial', 'tasteless', 'absorption', 'heard', 'coast']"
1,"['vicarage', 'quarter', 'graciously', 'overcome.', 'whisper', 'indeed', 'placed', 'beyond', 'guess', 'mrs.', 'elton', 'speaking', 'louder', 'said']"
1,"['manner', 'compliment', 'indeed', 'delightful', 'apple', 'mrs.', 'wallis', 'full', 'justice']"
1,"['merit', 'mine', 'wish', 'may', 'sink', 'poor', 'emma', 'once.', 'tender', 'compassion', 'towards', 'oppressed', 'worth']"
0,"['may', 'say', 'possible', 'man', 'glass', 'bald', 'nervous', 'dissipation', 'rather', 'age', 'mr', 'todhunter']"
2,"['difference', 'thy', 'flesh', 'jet', 'ivory', 'blood', 'red', 'wine', 'rhenish']"
1,"['enscombe', 'neither', 'worse', 'better', 'anticipated', 'mrs.', 'churchill', 'recovering', 'dared', 'yet', 'even', 'imagination', 'fix']"
2,"['dead', 'live', 'free', 'men', 'caesar', 'loved', 'weep', 'fortunate', 'rejoice']"
1,"['boy', 'another', 'year', 'wish', 'may', 'get', 'scrape', 'harriet', 'whenever', 'marry', 'mean', 'acquainted', 'wife']"
0,"['new', 'loud', 'sudden', 'voice', 'drink', 'moment', 'motionless', 'doctor', 'garden', 'came', 'running', 'bursting', 'open', 'window', 'cried']"
2,"['acted', 'ere', 'may', 'scann', '’', 'lady', 'macbeth', 'lack', 'season', 'nature', 'sleep', 'macbeth', 'come', '’', 'sleep', 'strange']"
0,"['yet', 'gogol', 'said', 'fatherly', 'way', 'heard', 'u', 'talking', 'nonsense', 'balcony', 'care']"
2,"['act', 'deed', 'tongue', 'held', 'vile', 'name', 'sight', 'never', 'see', 'noble', 'leave']"
1,"['met', 'readily', 'smiling', 'consciousness', 'first', 'allowed', 'little', 'said', 'sat']"
1,"['act', 'forgotten', 'conversation', 'yesterday.', 'harriet', 'submitted', 'approved', 'grateful', 'point', 'arranged', 'visitor', 'arrived']"
1,"['else', 'believed', '_mrs_', 'gilbert', 'would', 'danced', 'evening', 'asked', 'word', 'put', 'second', 'young', 'cox']"
2,"['law', 'right', 'let', 'lawful', 'law', 'bar', 'wrong', 'law', 'give', 'child', 'kingdom']"
